A0A009I3Y5	sp|W7JX98|KGP_PLAFO	36.782	87	52	2	78	161	644	730	1.45e-06	48.5
A0A009I3Y5	sp|P9WI79|PKND_MYCTU	38.961	77	42	2	91	162	133	209	2.65e-06	47.8
A0A009I3Y5	sp|P54744|PKNB_MYCLE	33.333	81	48	2	88	162	130	210	5.91e-06	46.6
A0A009I3Y5	sp|P41719|PK1_NPVHZ	34.177	79	50	2	84	161	122	199	8.48e-06	45.8
A0A009I3Y5	sp|O10269|PK1_NPVOP	34.118	85	51	3	84	165	121	203	9.63e-06	45.4
A0A009I3Y5	sp|P33973|PKN1_MYXXA	32.584	89	50	2	84	162	168	256	1.65e-05	45.4
A0A009I3Y5	sp|P22612|KAPCG_HUMAN	31.206	141	85	6	87	220	158	293	1.72e-05	45.1
A0A009I3Y5	sp|P49139|MAPK2_RABIT	23.490	149	93	4	16	158	87	220	1.80e-05	45.1
A0A009I3Y5	sp|A5TY84|PKNB_MYCTA	34.146	82	47	3	88	162	130	211	3.38e-05	44.3
A0A009I3Y5	sp|Q7TSC3|NEK5_MOUSE	24.277	173	104	7	36	197	79	235	6.24e-05	43.5
A0A009PCK4	sp|W7JX98|KGP_PLAFO	36.782	87	52	2	78	161	644	730	7.89e-07	49.3
A0A009PCK4	sp|P9WI79|PKND_MYCTU	38.961	77	42	2	91	162	133	209	2.51e-06	47.8
A0A009PCK4	sp|P54744|PKNB_MYCLE	33.333	81	48	2	88	162	130	210	4.65e-06	47.0
A0A009PCK4	sp|P49139|MAPK2_RABIT	24.161	149	92	4	16	158	87	220	4.96e-06	46.6
A0A009PCK4	sp|P41719|PK1_NPVHZ	34.177	79	50	2	84	161	122	199	6.98e-06	45.8
A0A009PCK4	sp|O10269|PK1_NPVOP	34.118	85	51	3	84	165	121	203	9.11e-06	45.4
A0A009PCK4	sp|P33973|PKN1_MYXXA	32.584	89	50	2	84	162	168	256	1.65e-05	45.4
A0A009PCK4	sp|P57993|PKNG_MYCLE	27.941	136	87	4	81	214	274	400	2.58e-05	44.7
A0A009PCK4	sp|A5TY84|PKNB_MYCTA	34.146	82	47	3	88	162	130	211	2.66e-05	44.7
A0A009PCK4	sp|P22612|KAPCG_HUMAN	31.579	152	90	7	78	220	147	293	2.80e-05	44.3
A0A001	sp|Q2YU20|Y1799_STAAB	27.831	521	319	14	72	572	91	574	3.61e-45	168
A0A001	sp|O07550|YHEI_BACSU	27.160	405	255	9	171	562	184	561	5.29e-37	145
A0A001	sp|Q8P8W4|MSBA_XANCP	36.100	241	146	4	331	563	332	572	3.05e-33	134
A0A001	sp|P0C087|LKB14_MANHA	24.869	571	368	15	17	564	163	695	1.46e-32	133
A0A001	sp|Q9RCG7|PAXB_PASAE	25.391	575	354	18	17	561	166	695	3.51e-32	132
A0A001	sp|Q0WML0|AB27B_ARATH	36.598	194	117	2	377	564	431	624	2.76e-30	125
A0A001	sp|P40416|ATM1_YEAST	37.321	209	121	4	373	572	465	672	1.96e-29	123
A0A001	sp|Q5X498|MSBA_LEGPA	29.787	235	158	3	343	571	341	574	2.01e-29	123
A0A001	sp|Q4FS42|MSBA_PSYA2	30.932	236	155	3	343	571	356	590	2.19e-29	123
A0A001	sp|Q10418|MESD_LEUME	25.758	462	303	11	113	561	276	710	7.66e-29	122
A0A002	sp|Q9WYC4|Y288_THEMA	26.087	483	355	2	80	561	111	592	7.75e-68	230
A0A002	sp|P54719|YFIC_BACSU	25.229	547	400	4	8	550	51	592	7.41e-62	214
A0A002	sp|Q2YU20|Y1799_STAAB	25.953	551	387	8	19	554	27	571	3.02e-61	212
A0A002	sp|Q2LVL0|MSBA_SYNAS	25.627	558	395	8	5	553	34	580	4.62e-57	201
A0A002	sp|P9WQJ3|FATRP_MYCTU	27.743	483	340	5	76	554	150	627	2.39e-55	197
A0A002	sp|P0C087|LKB14_MANHA	28.159	554	357	15	23	556	170	702	4.74e-53	192
A0A002	sp|Q5PGH0|MSBA_SALPA	25.136	553	389	8	14	550	27	570	1.16e-53	191
A0A002	sp|Q2NUA5|MSBA_SODGM	26.182	550	376	11	21	556	45	578	1.30e-53	191
A0A002	sp|Q83LP0|MSBA_SHIFL	25.458	546	380	9	8	540	29	560	1.87e-53	191
A0A002	sp|P44407|MSBA_HAEIN	26.834	559	361	15	27	559	50	586	3.58e-53	190
A0A009HL96	sp|A0A0H2UQ68|WALR_STRPN	37.288	236	134	7	13	239	2	232	7.36e-40	137
A0A009HL96	sp|Q52990|PHOB_RHIME	36.957	230	133	6	15	239	5	227	9.88e-40	137
A0A009HL96	sp|G3XCY6|GLTR_PSEAE	33.476	233	141	7	13	237	6	232	5.67e-38	133
A0A009HL96	sp|P23620|PHOB_PSEAE	34.483	232	139	6	13	239	4	227	1.48e-37	131
A0A009HL96	sp|P0C000|ARLR_STAAM	35.135	222	134	4	15	235	4	216	1.39e-35	126
A0A009HL96	sp|Q2FH23|ARLR_STAA3	35.135	222	134	4	15	235	4	216	1.39e-35	126
A0A009HL96	sp|P45189|PHOB_HAEIN	34.188	234	132	6	15	239	5	225	2.64e-35	125
A0A009HL96	sp|A0A0H3NGY1|OMPR_SALTS	30.702	228	147	6	15	235	7	230	4.90e-35	125
A0A009HL96	sp|P0AA17|OMPR_ECOL6	30.702	228	147	6	15	235	7	230	4.90e-35	125
A0A009HL96	sp|P28257|YCF27_GALSU	32.751	229	142	5	15	235	10	234	1.53e-34	124
A0A009HLV9	sp|P28787|NTRC_PROHU	62.527	467	164	3	1	466	15	471	0.0	596
A0A009HLV9	sp|Q06065|ATOC_ECOLI	41.336	479	237	10	1	469	16	460	2.67e-115	347
A0A009HLV9	sp|P23747|ALGB_PSEAE	40.000	360	210	3	1	359	24	378	2.56e-81	259
A0A009HLV9	sp|P71229|HYFR_ECOLI	38.606	373	193	5	103	465	318	664	3.61e-73	244
A0A009HLV9	sp|Q43965|MOPR_ACIGI	38.440	359	196	4	108	465	225	559	2.81e-73	241
A0A009HLV9	sp|Q92HC2|NTRXL_RICCN	30.957	491	295	10	1	478	15	474	8.80e-72	235
A0A009HLV9	sp|O87455|LUXO_VIBC3	39.560	364	193	5	109	465	175	518	4.48e-70	232
A0A009HLV9	sp|B4T3B0|NORR_SALNS	38.398	362	199	4	108	465	163	504	1.30e-68	228
A0A009HLV9	sp|A4STH5|NORR_AERS4	39.412	340	190	3	126	465	184	507	3.67e-68	226
A0A009HLV9	sp|B4TT16|NORR_SALSV	38.122	362	200	4	108	465	163	504	1.12e-67	225
A0A009HN45	sp|A7MSB2|RAPA_VIBC1	28.632	234	153	4	122	346	107	335	3.29e-22	103
A0A009HN45	sp|A1A7A6|RAPA_ECOK1	30.928	194	123	5	165	353	155	342	2.23e-19	94.4
A0A009HN45	sp|A7ZW09|RAPA_ECOHS	30.928	194	123	5	165	353	155	342	2.29e-19	94.4
A0A009HN45	sp|A0KGL5|RAPA_AERHH	31.628	215	134	7	138	346	127	334	4.73e-19	93.2
A0A009HN45	sp|Q5PDF0|RAPA_SALPA	32.086	187	116	4	165	346	155	335	8.40e-19	92.4
A0A009HN45	sp|B5FI41|RAPA_SALDC	32.086	187	116	4	165	346	155	335	8.91e-19	92.4
A0A009HN45	sp|P41410|RAD54_SCHPO	23.979	563	330	25	166	682	266	776	8.53e-19	92.0
A0A009HN45	sp|B0BT63|RAPA_ACTPJ	31.771	192	117	3	165	346	153	340	1.10e-18	92.0
A0A009HN45	sp|Q9HYT6|RAPA_PSEAE	28.384	229	151	3	138	361	129	349	1.30e-17	88.6
A0A009HN45	sp|Q0HR19|RAPA_SHESR	30.108	186	120	4	165	346	154	333	1.64e-17	88.2
A0A009HQC9	sp|Q9HYT6|RAPA_PSEAE	46.362	962	478	14	1	939	3	949	0.0	803
A0A009HQC9	sp|Q0HR19|RAPA_SHESR	44.547	972	494	11	4	939	3	965	0.0	793
A0A009HQC9	sp|Q0HMR2|RAPA_SHESM	44.342	972	496	11	4	939	3	965	0.0	791
A0A009HQC9	sp|Q3KGV8|RAPA_PSEPF	45.350	957	492	13	2	939	3	947	0.0	776
A0A009HQC9	sp|Q48LP5|RAPA_PSE14	44.142	956	505	10	2	939	3	947	0.0	768
A0A009HQC9	sp|A0KGL5|RAPA_AERHH	45.228	964	488	13	4	940	3	953	0.0	766
A0A009HQC9	sp|A1A7A6|RAPA_ECOK1	42.165	970	522	11	4	940	3	966	0.0	756
A0A009HQC9	sp|A7ZW09|RAPA_ECOHS	42.268	970	521	11	4	940	3	966	0.0	756
A0A009HQC9	sp|B5FI41|RAPA_SALDC	42.268	970	521	11	4	940	3	966	0.0	753
A0A009HQC9	sp|Q5PDF0|RAPA_SALPA	42.268	970	521	11	4	940	3	966	0.0	751
A0A009HPM0	sp|Q5I0C3|MCCA_RAT	46.796	671	343	7	4	662	47	715	0.0	603
A0A009HPM0	sp|Q612F5|PCCA_CAEBR	40.675	681	373	9	2	656	63	738	3.29e-158	473
A0A009HPM0	sp|O27939|PYCA_METTH	50.452	442	217	2	1	442	1	440	1.49e-148	440
A0A009HPM0	sp|Q58776|CARB2_METJA	23.729	236	172	4	90	324	178	406	1.05e-08	58.5
A0A009HPM0	sp|P29337|BCCP_STRMU	40.909	66	39	0	590	655	64	129	3.40e-08	52.8
A0A009HPM0	sp|Q8REV7|PUR2_FUSNN	25.000	216	134	7	96	293	83	288	6.49e-07	52.4
A0A009HPM0	sp|P02904|BCCP_PROFR	36.923	65	41	0	590	654	57	121	8.44e-07	48.5
A0A009HPM0	sp|A5G8J7|DDL_GEOUR	25.352	142	94	5	154	291	139	272	1.01e-05	48.1
A0A009HPM0	sp|Q47AA6|DDL_DECAR	25.688	218	140	10	82	291	63	266	3.87e-05	46.2
A0A009HPM0	sp|A0QUZ7|DDL_MYCS2	26.939	245	142	10	67	291	106	333	6.23e-05	45.8
A0A009IB02	sp|P10802|ODP2_AZOVI	45.821	670	314	12	3	659	5	638	1.03e-148	445
A0A009IB02	sp|P11961|ODP2_GEOSE	33.030	439	272	5	229	659	2	426	3.59e-58	202
A0A009IB02	sp|Q68XI8|ODO2_RICTY	28.276	435	268	8	229	659	2	396	5.54e-40	151
A0A009IB02	sp|P22439|ODPX_BOVIN	25.490	459	288	15	230	653	57	496	5.21e-20	94.0
A0A009IB02	sp|Q9SQI8|ODP24_ARATH	28.803	309	187	11	359	653	185	474	1.73e-17	85.9
A0A009IB02	sp|P29337|BCCP_STRMU	41.379	58	34	0	244	301	72	129	8.93e-06	45.8
A0A009IB02	sp|Q06881|BCCP_NOSS1	31.897	116	71	4	78	188	68	180	5.25e-04	41.6
A0A009IB02	sp|P31051|ODO2_PSEPU	46.154	39	21	0	621	659	18	56	6.60e-04	38.5
A0A009IB02	sp|P02904|BCCP_PROFR	39.655	58	35	0	130	187	65	122	0.003	38.5
A0A009IB02	sp|P43874|BCCP_HAEIN	41.379	58	34	0	16	73	98	155	0.006	38.1
A0A010Q3W2	sp|O82266|SWA1_ARATH	26.742	531	353	11	11	531	20	524	1.28e-43	162
A0A010Q3W2	sp|Q7T0P4|POC1A_XENLA	32.353	204	127	5	86	287	106	300	9.27e-24	103
A0A010Q3W2	sp|P38129|TAF5_YEAST	31.579	228	137	9	76	299	519	731	6.54e-19	90.5
A0A010Q3W2	sp|D3ZW91|POC1B_RAT	28.922	204	134	5	86	287	106	300	2.45e-18	87.8
A0A010Q3W2	sp|Q5RE95|WDR5B_PONAB	33.333	153	93	5	135	285	93	238	1.94e-18	86.7
A0A010Q3W2	sp|Q6P2Y2|DAW1_XENTR	26.147	218	152	4	89	304	99	309	4.61e-17	83.6
A0A010Q3W2	sp|Q2KIG2|WDR5_BOVIN	27.179	195	132	5	93	285	56	242	6.26e-17	82.4
A0A010Q3W2	sp|D3Z7A5|DAW1_MOUSE	26.389	216	150	4	89	302	99	307	7.62e-16	79.7
A0A010Q3W2	sp|Q8HXX0|LIS1_MACFA	28.436	211	130	6	93	286	203	409	7.88e-15	76.6
A0A010Q3W2	sp|Q9PTR5|LIS1_CHICK	28.910	211	129	6	93	286	203	409	8.31e-15	76.6
A0A010Q8R4	sp|O74845|HIF2_SCHPO	23.372	261	166	9	443	697	270	502	8.54e-08	55.8
A0A010Q8R4	sp|B3H5K9|NEDD1_ARATH	28.571	119	69	5	586	699	186	293	2.37e-04	44.7
